# Program:featureCounts v2.0.1; Command:"/home/kabil/.anaconda3/envs/binf/bin/featureCounts" "-p" "-a" "/mnt/h/data/refseq/NC_001133.9_genomic.gtf.gz" "-o" "feature_counts.txt" "/mnt/h/data/samfiles/SRR1302790.sam" "/mnt/h/data/samfiles/SRR1302792.sam" "-O" "-T" "12" "--tmpDir" "/mnt/h/tmp/" "-t" "exon" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	/mnt/h/data/samfiles/SRR1302790.sam	/mnt/h/data/samfiles/SRR1302792.sam
YOR371C	NC_001147.6	1031489	1034182	-	2694	677	4370
YOR372C	NC_001147.6	1034807	1036471	-	1665	204	2009
YOR373W	NC_001147.6	1036834	1039389	+	2556	306	1469
YOR374W	NC_001147.6	1039840	1041399	+	1560	428	4935
YOR375C	NC_001147.6	1041678	1043042	-	1365	10553	21595
YOR376W	NC_001147.6	1043191	1043559	+	369	5	95
YOR376W-A	NC_001147.6	1045196	1045351	+	156	16	196
YOR377W	NC_001147.6	1046226	1047803	+	1578	852	3026
YOR378W	NC_001147.6	1049511	1051058	+	1548	98	1116
YOR380W	NC_001147.6	1051290	1052930	+	1641	146	749
YOR381W	NC_001147.6	1055545	1057680	+	2136	744	2479
YOR381W-A	NC_001147.6	1058423	1058590	+	168	2	53
YOR382W	NC_001147.6	1059531	1059992	+	462	1986	1008
YOR383C	NC_001147.6	1060441	1061055	-	615	677	559
YOR384W	NC_001147.6	1061564	1063648	+	2085	660	787
YOR385W	NC_001147.6	1065043	1065915	+	873	219	1718
YOR386W	NC_001147.6	1066839	1068536	+	1698	159	543
YOR387C	NC_001147.6	1069621	1070241	-	621	52	222
YOR388C	NC_001147.6	1071793	1072923	-	1131	11	337
YOR389W	NC_001147.6	1074213	1076087	+	1875	65	805
YOR390W	NC_001147.6	1076784	1077911	+	1128	69	544
YOR391C	NC_001147.6	1078545	1079258	-	714	5	235
YOR393W	NC_001147.6	1080276	1081589	+	1314	4	583
YOR394W	NC_001147.6	1082718	1083212	+	495	0	32
YOR394C-A	NC_001147.6	1084202	1084369	-	168	0	5
YOR396W	NC_001147.6	1085473	1090863	+	5391	1790	11056
YPL283C	NC_001148.4;NC_001148.4	280;5989	5840;6007	-;-	5580	1646	10277
YPL282C	NC_001148.4	7933	8427	-	495	0	25
YPL281C	NC_001148.4	9557	10870	-	1314	4	542
YPL280W	NC_001148.4	11887	12600	+	714	4	229
YPL279C	NC_001148.4	13228	14355	-	1128	50	462
YPL278C	NC_001148.4	15053	15355	-	303	1	44
YPL277C	NC_001148.4	15405	16868	-	1464	18	334
YPL276W	NC_001148.4	17948	18385	+	438	5	111
YPL275W	NC_001148.4	18369	19079	+	711	4	181
YPL274W	NC_001148.4	22938	24701	+	1764	2121	5672
YPL273W	NC_001148.4	25087	26064	+	978	1435	3630
YPL272C	NC_001148.4	26611	28164	-	1554	28	429
YPL271W	NC_001148.4	30079	30267	+	189	52	885
YPL270W	NC_001148.4	30482	32803	+	2322	1261	4740
YPL269W	NC_001148.4	33013	34947	+	1935	172	664
YPL268W	NC_001148.4	35236	37845	+	2610	649	2128
YPL267W	NC_001148.4	38169	38798	+	630	86	391
YPL266W	NC_001148.4	39121	40077	+	957	2546	6813
YPL265W	NC_001148.4	41043	42869	+	1827	1403	2599
YPL264C	NC_001148.4	43283	44344	-	1062	100	394
YPL263C	NC_001148.4	44551	46506	-	1956	3339	13424
YPL262W	NC_001148.4	47336	48802	+	1467	1994	8956
YPL261C	NC_001148.4	48996	49304	-	309	21	158
YPL260W	NC_001148.4	49303	50958	+	1656	1553	7005
YPL259C	NC_001148.4	51244	52671	-	1428	536	3651
YPL258C	NC_001148.4	53498	55153	-	1656	86	939
YNCP0001C	NC_001148.4;NC_001148.4	56169;56239	56204;56274	-;-	72	2190	3084
YPL257W-B	NC_001148.4	56748	62016	+	5269	17677	15098
YPL257W-A	NC_001148.4	56748	58070	+	1323	2932	5092
YPL257W	NC_001148.4	63279	63860	+	582	33	205
YPL256C	NC_001148.4	64977	66614	-	1638	328	1584
YPL255W	NC_001148.4	67725	68882	+	1158	148	413
YPL254W	NC_001148.4	69485	70951	+	1467	1090	2811
YPL253C	NC_001148.4	71063	73006	-	1944	140	664
YPL252C	NC_001148.4	73363	73881	-	519	86	900
YPL250C	NC_001148.4	74309	74719	-	411	84	455
YPL249C-A	NC_001148.4;NC_001148.4	75699;76224	75985;76239	-;-	303	4648	22581
YPL249C	NC_001148.4	76669	79353	-	2685	473	1672
YNCP0002W	NC_001148.4	79562	82648	+	3087	323	2141
YPL248C	NC_001148.4	79711	82356	-	2646	291	1930
YPL247C	NC_001148.4	82625	84196	-	1572	299	1944
YPL246C	NC_001148.4	84509	85297	-	789	819	3733
YPL245W	NC_001148.4	85586	86950	+	1365	1681	5394
YPL244C	NC_001148.4	87014	88033	-	1020	1685	3619
YPL243W	NC_001148.4	88517	90316	+	1800	3040	12049
YPL242C	NC_001148.4	90622	95109	-	4488	1427	6799
YPL241C	NC_001148.4;NC_001148.4	95372;96234	96153;96258	-;-	807	149	817
YPL240C	NC_001148.4	96496	98625	-	2130	21677	38068
YPL239W	NC_001148.4	99484	100086	+	603	690	4339
YPL237W	NC_001148.4	100496	101353	+	858	2428	7617
YPL236C	NC_001148.4	101608	102702	-	1095	164	962
YPL235W	NC_001148.4	103232	104647	+	1416	1479	4360
YPL234C	NC_001148.4	104946	105440	-	495	691	3740
YPL233W	NC_001148.4	106172	106822	+	651	367	1388
YPL232W	NC_001148.4	107275	108147	+	873	532	5406
YPL231W	NC_001148.4	108652	114315	+	5664	21348	57400
YPL230W	NC_001148.4	115312	116487	+	1176	47	951
YPL229W	NC_001148.4	117067	117687	+	621	7	313
YPL228W	NC_001148.4	118382	120031	+	1650	271	1107
YPL227C	NC_001148.4	120163	121167	-	1005	224	443
YPL226W	NC_001148.4	121767	125357	+	3591	3699	21140
YPL225W	NC_001148.4	126006	126446	+	441	1786	7196
YPL224C	NC_001148.4	126634	128088	-	1455	836	2595
YPL223C	NC_001148.4	128632	129138	-	507	47	4604
YPL222W	NC_001148.4	130162	132228	+	2067	437	4420
YPL221W	NC_001148.4	133043	135424	+	2382	3935	43084
YPL220W	NC_001148.4	135790	136443	+	654	56998	112168
YPL219W	NC_001148.4	136750	138228	+	1479	79	434
YPL218W	NC_001148.4;NC_001148.4	138698;138865	138725;139409	+;+	573	1122	3698
YPL217C	NC_001148.4	139620	143171	-	3552	1408	11584
YPL216W	NC_001148.4	143821	147129	+	3309	438	1977
YPL215W	NC_001148.4	147416	148423	+	1008	99	391
YPL214C	NC_001148.4	148569	150191	-	1623	1098	5659
YPL213W	NC_001148.4	150614	151330	+	717	76	794
YPL212C	NC_001148.4	151515	153149	-	1635	1454	6800
YPL211W	NC_001148.4	153495	154040	+	546	2315	5189
YPL210C	NC_001148.4	154290	156212	-	1923	2086	5531
YPL209C	NC_001148.4	156490	157593	-	1104	124	685
YPL208W	NC_001148.4	157842	159593	+	1752	1526	3484
YPL207W	NC_001148.4	159909	162341	+	2433	2062	8096
YPL206C	NC_001148.4	162632	163597	-	966	720	4904
YPL204W	NC_001148.4	164276	165760	+	1485	1336	11061
YPL203W	NC_001148.4	166256	167398	+	1143	426	1262
YPL202C	NC_001148.4	168088	169338	-	1251	155	1140
YPL201C	NC_001148.4	169770	171155	-	1386	15	348
YPL200W	NC_001148.4	171484	171954	+	471	4	142
YPL199C	NC_001148.4	172033	172755	-	723	452	3970
YPL198W	NC_001148.4;NC_001148.4;NC_001148.4	173152;173572;174073	173162;173665;174702	+;+;+	735	3745	12052
YNCP0003W	NC_001148.4	173827	173904	+	78	366	226
YPL196W	NC_001148.4	175043	175864	+	822	722	3038
YPL195W	NC_001148.4	176223	179021	+	2799	2989	6355
YPL194W	NC_001148.4	179277	181115	+	1839	270	1054
YPL193W	NC_001148.4	181403	182548	+	1146	346	3664
YPL192C	NC_001148.4	182655	183056	-	402	64	446
YPL191C	NC_001148.4	183597	184679	-	1083	192	511
YPL190C	NC_001148.4	185317	187725	-	2409	415	6188
YPL189C-A	NC_001148.4	188307	188513	-	207	225	1718
YPL189W	NC_001148.4	189154	190983	+	1830	47	545
YPL188W	NC_001148.4	191406	192650	+	1245	531	5349
YPL187W	NC_001148.4	193648	194145	+	498	2	5
YPL186C	NC_001148.4	194512	195426	-	915	19	488
YPL184C	NC_001148.4	195950	197788	-	1839	1494	5027
YPL183W-A	NC_001148.4	199095	199376	+	282	125	774
YPL183C	NC_001148.4	199495	202536	-	3042	3398	14717
YPL181W	NC_001148.4	203421	204941	+	1521	513	4298
YPL180W	NC_001148.4	205248	207647	+	2400	260	1993
YPL179W	NC_001148.4	208157	209806	+	1650	540	3726
YNCP0004C	NC_001148.4	210192	210263	-	72	17147	41701
YPL178W	NC_001148.4	212158	212784	+	627	1179	3964
YPL177C	NC_001148.4	213042	213962	-	921	212	3798
YPL176C	NC_001148.4	216012	218363	-	2352	993	2416
YPL175W	NC_001148.4;NC_001148.4	218630;218747	218646;220088	+;+	1359	275	2335
YPL174C	NC_001148.4	220167	222773	-	2607	286	1492
YPL173W	NC_001148.4	223143	224036	+	894	174	705
YPL172C	NC_001148.4	224353	225741	-	1389	453	748
YPL171C	NC_001148.4	226169	227371	-	1203	43	238
YPL170W	NC_001148.4	228314	228772	+	459	169	965
YPL169C	NC_001148.4	229039	230838	-	1800	538	3803
YPL168W	NC_001148.4	231217	232509	+	1293	368	1105
YPL167C	NC_001148.4	232593	237107	-	4515	728	2334
YPL166W	NC_001148.4	237338	237979	+	642	9	132
YPL165C	NC_001148.4	237956	239077	-	1122	38	262
YPL164C	NC_001148.4	239350	241497	-	2148	118	1382
YPL163C	NC_001148.4	241918	242700	-	783	377	1768
YPL162C	NC_001148.4	243206	244027	-	822	294	1432
YPL161C	NC_001148.4	244319	246220	-	1902	424	1526
YPL160W	NC_001148.4	246990	250262	+	3273	13419	38763
YPL159C	NC_001148.4	250907	251668	-	762	79	2324
YPL158C	NC_001148.4	252034	254310	-	2277	432	1282
YPL157W	NC_001148.4	254814	255761	+	948	470	1848
YPL156C	NC_001148.4	255913	256767	-	855	127	684
YPL155C	NC_001148.4	257216	259336	-	2121	737	3328
YPL154C	NC_001148.4	259714	260931	-	1218	4394	28590
YPL153C	NC_001148.4	261727	264192	-	2466	589	1374
YPL152W-A	NC_001148.4	264602	264700	+	99	4	32
YPL152W	NC_001148.4	265028	266104	+	1077	182	921
YPL151C	NC_001148.4	266180	267535	-	1356	765	3329
YPL150W	NC_001148.4	268188	270893	+	2706	992	4407
YPL149W	NC_001148.4	271310	272194	+	885	826	3297
YPL148C	NC_001148.4	272294	272815	-	522	139	764
YPL147W	NC_001148.4	273255	275867	+	2613	168	598
YPL146C	NC_001148.4	276162	277529	-	1368	1037	3657
YPL145C	NC_001148.4	278395	279699	-	1305	1414	9906
YPL144W	NC_001148.4	280480	280926	+	447	229	1329
YNCP0005C	NC_001148.4	281056	281517	-	462	52799	69066
YPL143W	NC_001148.4;NC_001148.4	282122;282666	282140;282970	+;+	324	8088	26844
YPL141C	NC_001148.4	283464	286061	-	2598	201	1955
YPL140C	NC_001148.4	287514	289034	-	1521	512	3378
YPL139C	NC_001148.4	289669	291051	-	1383	292	1446
YPL138C	NC_001148.4	291366	292427	-	1062	539	1752
YPL137C	NC_001148.4	292817	296647	-	3831	1142	10265
YPL135W	NC_001148.4	297553	298050	+	498	752	6556
YPL134C	NC_001148.4	298571	299503	-	933	425	1413
YPL133C	NC_001148.4	299888	301228	-	1341	310	1270
YPL132W	NC_001148.4	301716	302618	+	903	490	819
YPL131W	NC_001148.4	303121	304014	+	894	10277	91591
YPL130W	NC_001148.4	304387	305058	+	672	4	99
YPL129W	NC_001148.4;NC_001148.4	305298;305412	305306;306137	+;+	735	637	4827
YPL128C	NC_001148.4	306533	308221	-	1689	533	3022
YPL127C	NC_001148.4	308828	309604	-	777	456	3748
YPL126W	NC_001148.4	310210	312900	+	2691	2124	10164
YPL125W	NC_001148.4	313388	316486	+	3099	1992	6038
YPL124W	NC_001148.4	316755	317516	+	762	121	600
YPL123C	NC_001148.4	317641	318945	-	1305	189	482
YPL122C	NC_001148.4	319226	320767	-	1542	339	1924
YPL121C	NC_001148.4	320962	321630	-	669	3	12
YPL120W	NC_001148.4	322071	323744	+	1674	193	622
YPL119C-A	NC_001148.4	324024	324287	-	264	24	65
YPL119C	NC_001148.4	324411	326264	-	1854	179	550
YPL118W	NC_001148.4	326628	327662	+	1035	1669	2631
YPL117C	NC_001148.4	327864	328730	-	867	1720	7800
YPL116W	NC_001148.4	329606	331699	+	2094	915	2715
YPL115C	NC_001148.4	332100	335486	-	3387	627	2521
YPL113C	NC_001148.4	335953	337143	-	1191	178	698
YPL112C	NC_001148.4	337436	338620	-	1185	312	1567
YNCP0006C	NC_001148.4	338848	338919	-	72	179	139
YPL111W	NC_001148.4	339944	340945	+	1002	2604	3471
YPL110C	NC_001148.4	341068	344739	-	3672	853	3091
YPL109C	NC_001148.4;NC_001148.4	345264;345597	345444;347389	-;-	1974	188	1207
YPL108W	NC_001148.4	348446	348952	+	507	115	694
YPL107W	NC_001148.4	349119	349865	+	747	133	1061
YPL106C	NC_001148.4	350194	352275	-	2082	10396	44167
YPL105C	NC_001148.4	352863	355412	-	2550	296	2490
YPL104W	NC_001148.4	355700	357676	+	1977	441	1673
YPL103C	NC_001148.4	358000	359406	-	1407	310	1116
YPL101W	NC_001148.4	360209	361579	+	1371	1082	4682
YPL100W	NC_001148.4	361872	363362	+	1491	127	755
YPL099C	NC_001148.4	363520	364068	-	549	429	963
YPL098C	NC_001148.4	364386	364727	-	342	578	3194
YPL097W	NC_001148.4	364952	366430	+	1479	603	988
YPL096C-A	NC_001148.4	366529	366735	-	207	34	150
YPL096W	NC_001148.4	366927	368018	+	1092	213	902
YPL095C	NC_001148.4	368071	369441	-	1371	476	2030
YPL094C	NC_001148.4	369839	370663	-	825	1872	6903
YPL093W	NC_001148.4	370978	372921	+	1944	5445	26806
YPL092W	NC_001148.4	373793	375169	+	1377	468	743
YPL091W	NC_001148.4	375502	376953	+	1452	3269	9594
YPL090C	NC_001148.4;NC_001148.4	377291;378390	377995;378395	-;-	711	62395	95797
YPL089C	NC_001148.4	379120	381150	-	2031	176	1798
YPL088W	NC_001148.4	381965	382993	+	1029	223	3224
YPL087W	NC_001148.4	383455	384408	+	954	531	3518
YPL086C	NC_001148.4	384773	386446	-	1674	1436	5020
YPL085W	NC_001148.4	387067	393654	+	6588	800	5026
YPL084W	NC_001148.4	394038	396572	+	2535	459	2281
YPL083C	NC_001148.4	396702	398105	-	1404	239	957
YPL082C	NC_001148.4	398480	404083	-	5604	2638	20697
YPL081W	NC_001148.4;NC_001148.4	404950;405458	404956;406044	+;+	594	3953	8003
YPL080C	NC_001148.4	406172	406498	-	327	320	489
YPL079W	NC_001148.4;NC_001148.4	406636;407068	406646;407539	+;+	483	5452	19096
YPL078C	NC_001148.4	408010	408744	-	735	1689	11089
YPL077C	NC_001148.4	409368	410090	-	723	79	527
YPL076W	NC_001148.4	410443	411285	+	843	32	328
YPL075W	NC_001148.4;NC_001148.4	412254;413013	412261;415362	+;+	2358	487	3488
YPL074W	NC_001148.4	415763	418027	+	2265	621	4113
YPL072W	NC_001148.4	418512	420011	+	1500	118	467
YPL071C	NC_001148.4	420048	420518	-	471	134	830
YPL070W	NC_001148.4	420948	422786	+	1839	223	1742
YPL069C	NC_001148.4	422885	423892	-	1008	202	865
YPL068C	NC_001148.4	424215	425096	-	882	29	414
YPL067C	NC_001148.4	425251	425847	-	597	86	1080
YPL066W	NC_001148.4	426233	427672	+	1440	107	719
YPL065W	NC_001148.4	427927	428655	+	729	115	529
YPL064C	NC_001148.4	428711	429616	-	906	500	2727
YPL063W	NC_001148.4	429939	431369	+	1431	436	2790
YPL062W	NC_001148.4	431895	432299	+	405	6	4
YPL061W	NC_001148.4	432588	434090	+	1503	8877	10430
YPL060W	NC_001148.4	434523	435764	+	1242	191	1221
YNCP0007C	NC_001148.4	435893	435964	-	72	706	994
YPL060C-A	NC_001148.4	437333	442742	-	5410	572	2295
YPL059W	NC_001148.4	444579	445031	+	453	444	1901
YPL058C	NC_001148.4	445842	450377	-	4536	763	37144
YPL057C	NC_001148.4	451909	453057	-	1149	201	3351
YPL056C	NC_001148.4	453430	453735	-	306	28	378
YPL055C	NC_001148.4	453992	454990	-	999	167	1644
YPL054W	NC_001148.4	455759	456664	+	906	13	228
YPL053C	NC_001148.4	457118	458458	-	1341	2407	9554
YPL052W	NC_001148.4	458799	459678	+	880	619	1523
YPL051W	NC_001148.4	459963	460559	+	597	198	1145
YPL050C	NC_001148.4	460779	461966	-	1188	3920	6899
YPL049C	NC_001148.4	462481	463839	-	1359	319	5668
YPL048W	NC_001148.4	464401	465648	+	1248	5048	13585
YPL047W	NC_001148.4	465962	466261	+	300	485	1563
YPL046C	NC_001148.4	466644	466943	-	300	189	573
YPL045W	NC_001148.4	467260	469656	+	2397	725	2255
YPL043W	NC_001148.4	469939	471996	+	2058	1069	4998
YPL042C	NC_001148.4	473040	474707	-	1668	550	2164
YPL041C	NC_001148.4	475118	475741	-	624	47	232
YPL040C	NC_001148.4	475993	479001	-	3009	298	1284
YPL039W	NC_001148.4	479225	480175	+	951	435	1598
YPL038W-A	NC_001148.4	480182	480373	+	192	44	71
YPL038W	NC_001148.4	480535	481068	+	534	252	1026
YPL037C	NC_001148.4	481428	481901	-	474	4290	14910
YPL036W	NC_001148.4	482843	485686	+	2844	349	6038
YPL034W	NC_001148.4	486712	487209	+	498	172	988
YPL033C	NC_001148.4	487362	488207	-	846	5	8
YPL032C	NC_001148.4	488887	491364	-	2478	623	3637
YPL031C	NC_001148.4;NC_001148.4	492018;493021	492918;493037	-;-	918	1102	5058
YPL030W	NC_001148.4	493543	495246	+	1704	374	2001
YPL029W	NC_001148.4	495506	497719	+	2214	519	1831
YPL028W	NC_001148.4	498096	499292	+	1197	10188	13910
YPL027W	NC_001148.4	499665	500402	+	738	0	29
YPL026C	NC_001148.4	500675	502183	-	1509	203	5980
YPL024W	NC_001148.4	503517	504242	+	726	606	3421
YPL023C	NC_001148.4	504339	506312	-	1974	1235	5211
YPL022W	NC_001148.4	506697	509999	+	3303	1938	9865
YPL021W	NC_001148.4	511101	511664	+	564	3	14
YPL020C	NC_001148.4	512313	514178	-	1866	307	1784
YPL019C	NC_001148.4	514511	517018	-	2508	16253	3576
YPL018W	NC_001148.4	517651	518760	+	1110	385	1499
YPL017C	NC_001148.4	518734	520233	-	1500	427	2882
YPL016W	NC_001148.4	521014	524958	+	3945	255	1832
YPL015C	NC_001148.4	525810	526883	-	1074	260	4384
YPL014W	NC_001148.4	527547	528692	+	1146	30	1993
YPL013C	NC_001148.4	528985	529350	-	366	348	1843
YPL012W	NC_001148.4	529723	533409	+	3687	2184	16630
YPL011C	NC_001148.4	533642	534703	-	1062	393	2359
YPL010W	NC_001148.4	535018	535587	+	570	2381	5169
YPL009C	NC_001148.4	535820	538936	-	3117	1308	6787
YPL008W	NC_001148.4	539385	541970	+	2586	736	2458
YPL007C	NC_001148.4	542082	543848	-	1767	639	1736
YPL006W	NC_001148.4	544631	548143	+	3513	1115	3576
YPL005W	NC_001148.4	548486	550306	+	1821	212	802
YPL004C	NC_001148.4	550632	551657	-	1026	512	22351
YPL003W	NC_001148.4	552020	553408	+	1389	483	2058
YPL002C	NC_001148.4	553627	554328	-	702	447	1263
YPL001W	NC_001148.4	554605	555729	+	1125	448	1564
YPR001W	NC_001148.4	556377	557837	+	1461	144	487
YPR002W	NC_001148.4	558385	559935	+	1551	205	819
YNCP0008C	NC_001148.4;NC_001148.4	560198;560253	560233;560289	-;-	73	1479	1907
YPR003C	NC_001148.4	561504	563768	-	2265	510	1882
YPR004C	NC_001148.4	564007	565041	-	1035	773	3390
YPR005C	NC_001148.4	565787	566671	-	885	50	407
YPR006C	NC_001148.4	567269	568996	-	1728	351	945
YPR007C	NC_001148.4	569336	571378	-	2043	21	579
YNCP0009W	NC_001148.4	572269	572339	+	71	576	757
YPR008W	NC_001148.4	573018	575102	+	2085	239	3907
YPR009W	NC_001148.4	576552	577358	+	807	244	1463
YPR010C	NC_001148.4	577585	581196	-	3612	10962	48599
YNCP0010W	NC_001148.4	582062	582134	+	73	554	1031
YPR010C-A	NC_001148.4;NC_001148.4	582373;582702	582558;582734	-;-	219	39	609
YPR011C	NC_001148.4	583062	584042	-	981	413	1381
YPR013C	NC_001148.4	584632	585585	-	954	50	450
YPR014C	NC_001148.4	587189	587518	-	330	73	218
YPR015C	NC_001148.4	590283	591026	-	744	31	268
YPR016C	NC_001148.4	592332	593069	-	738	562	3515
YPR017C	NC_001148.4	593486	593917	-	432	12	57
YPR018W	NC_001148.4	594476	596296	+	1821	175	1534
YPR019W	NC_001148.4	596750	599551	+	2802	581	2758
YPR020W	NC_001148.4	599870	600217	+	348	264	2400
YPR021C	NC_001148.4	600649	603357	-	2709	468	1515
YPR022C	NC_001148.4	603911	607312	-	3402	692	3431
YPR023C	NC_001148.4	608826	610031	-	1206	512	2267
YPR024W	NC_001148.4	610481	612724	+	2244	3005	11411
YPR025C	NC_001148.4	613377	614558	-	1182	323	1081
YPR026W	NC_001148.4	615379	619014	+	3636	323	1944
YPR027C	NC_001148.4	620425	621258	-	834	65	317
YNCP0011C	NC_001148.4;NC_001148.4	622540;622595	622575;622631	-;-	73	1554	2027
YPR028W	NC_001148.4;NC_001148.4	623527;623711	623577;624202	+;+	543	3827	18463
YPR029C	NC_001148.4	624469	626967	-	2499	1170	4716
YPR030W	NC_001148.4	627880	631245	+	3366	93	995
YPR031W	NC_001148.4	631515	633761	+	2247	442	2088
YPR032W	NC_001148.4	634123	637224	+	3102	366	2860
YPR033C	NC_001148.4	637379	639019	-	1641	3150	8568
YPR034W	NC_001148.4	639525	640958	+	1434	1102	3518
YPR035W	NC_001148.4	642208	643320	+	1113	8893	24560
YPR036W	NC_001148.4	643836	645272	+	1437	6699	47235
YPR036W-A	NC_001148.4	645950	646153	+	204	578	2917
YPR037C	NC_001148.4	646448	647038	-	591	593	3301
YPR038W	NC_001148.4	646836	647195	+	360	237	1466
YPR040W	NC_001148.4	647305	648375	+	1071	100	1278
YPR041W	NC_001148.4	648704	649921	+	1218	9271	18708
YPR042C	NC_001148.4	650435	653662	-	3228	317	2394
YPR043W	NC_001148.4;NC_001148.4	654166;654571	654167;654847	+;+	279	7242	61438
YPR045C	NC_001148.4	655140	656552	-	1413	952	3302
YPR046W	NC_001148.4	656799	657344	+	546	79	363
YPR047W	NC_001148.4	657529	658938	+	1410	180	585
YPR048W	NC_001148.4	659182	661053	+	1872	594	1784
YPR049C	NC_001148.4	661137	664673	-	3537	663	2740
YPR051W	NC_001148.4	664960	665490	+	531	847	3075
YPR052C	NC_001148.4	665693	665974	-	282	736	3208
YPR053C	NC_001148.4	665788	666243	-	456	520	2729
YPR054W	NC_001148.4	666280	667446	+	1167	204	662
YPR055W	NC_001148.4	667676	670873	+	3198	590	1880
YPR056W	NC_001148.4	671126	672142	+	1017	1008	1897
YPR057W	NC_001148.4	672471	673496	+	1026	518	2112
YPR058W	NC_001148.4	673751	674674	+	924	1066	2221
YPR060C	NC_001148.4	674861	675631	-	771	867	3154
YPR061C	NC_001148.4	675977	676882	-	906	47	499
YPR062W	NC_001148.4	677165	677641	+	477	1198	4672
YPR063C	NC_001148.4;NC_001148.4	677812;678280	678193;678320	-;-	423	298	1933
YPR064W	NC_001148.4	678951	679370	+	420	4	42
YPR065W	NC_001148.4	679693	680799	+	1107	108	1686
YPR066W	NC_001148.4	681213	682112	+	900	209	1123
YPR067W	NC_001148.4	682220	682777	+	558	66	592
YPR068C	NC_001148.4	682941	684353	-	1413	133	724
YPR069C	NC_001148.4	684556	685437	-	882	7703	10559
YPR070W	NC_001148.4	685898	687598	+	1701	465	1511
YPR071W	NC_001148.4	688172	688807	+	636	118	735
YNCP0012W	NC_001148.4	689565	689646	+	82	695	1677
YPR072W	NC_001148.4	690107	691789	+	1683	711	2989
YPR073C	NC_001148.4	691933	692418	-	486	1060	2431
YPR074C	NC_001148.4	692796	694838	-	2043	14058	55467
YPR075C	NC_001148.4	695737	696819	-	1083	1166	7805
YPR078C	NC_001148.4	697147	698265	-	1119	11	220
YPR079W	NC_001148.4	698869	700014	+	1146	299	1916
YPR080W	NC_001148.4	700594	701970	+	1377	257979	744561
YPR081C	NC_001148.4	702114	703970	-	1857	311	1432
YPR082C	NC_001148.4	704225	704656	-	432	215	536
YPR083W	NC_001148.4	704854	706593	+	1740	239	785
YPR084W	NC_001148.4	706972	708342	+	1371	154	851
YPR085C	NC_001148.4	708497	709828	-	1332	129	826
YPR086W	NC_001148.4	710101	711138	+	1038	1548	6501
YPR088C	NC_001148.4	711403	713028	-	1626	3025	11101
YPR089W	NC_001148.4	713275	715941	+	2667	489	3454
YPR091C	NC_001148.4	716156	718468	-	2313	380	1677
YNCP0013C	NC_001148.4	718700	718806	-	107	7173	14241
YNCP0014C	NC_001148.4	718887	719050	-	164	40566	52791
YNCP0015C	NC_001148.4	719148	719242	-	95	4646	20246
YPR093C	NC_001148.4	719558	720424	-	867	266	1104
YPR094W	NC_001148.4	720637	720960	+	324	298	827
YPR095C	NC_001148.4	721037	724717	-	3681	757	3097
YPR096C	NC_001148.4	724842	725144	-	303	4	56
YPR097W	NC_001148.4	725394	728615	+	3222	1842	6090
YPR098C	NC_001148.4;NC_001148.4	728947;729482	729385;729528	-;-	486	365	2174
YPR099C	NC_001148.4	729757	730113	-	357	491	1151
YPR100W	NC_001148.4	729791	730213	+	423	607	1436
YPR101W	NC_001148.4	730492	731019	+	528	136	945
YPR102C	NC_001148.4	731224	731748	-	525	22078	65138
YPR103W	NC_001148.4	732349	733212	+	864	5068	13234
YPR104C	NC_001148.4	733623	736433	-	2811	1272	4664
YPR105C	NC_001148.4	736984	739569	-	2586	1126	3801
YPR106W	NC_001148.4	740061	741392	+	1332	150	958
YPR107C	NC_001148.4	741438	742064	-	627	316	1341
YPR108W	NC_001148.4	742454	743743	+	1290	5072	9741
YPR108W-A	NC_001148.4	744175	744387	+	213	259	181
YNCP0016W	NC_001148.4	744284	744355	+	72	254	178
YPR109W	NC_001148.4	744689	745573	+	885	545	2137
YPR110C	NC_001148.4	745828	746835	-	1008	3128	10270
YPR111W	NC_001148.4	747306	749000	+	1695	280	1450
YPR112C	NC_001148.4	749256	751919	-	2664	2333	9373
YPR113W	NC_001148.4	752257	752919	+	663	3562	12339
YPR114W	NC_001148.4	753301	754248	+	948	212	1547
YPR115W	NC_001148.4	754877	758128	+	3252	773	4927
YPR116W	NC_001148.4	758648	759481	+	834	59	807
YPR117W	NC_001148.4	760025	767494	+	7470	614	10026
YPR118W	NC_001148.4	767752	768987	+	1236	6002	8438
YNCP0017C	NC_001148.4;NC_001148.4	769207;769266	769242;769302	-;-	73	378	654
YPR119W	NC_001148.4	771653	773128	+	1476	1035	4304
YPR120C	NC_001148.4	773875	775182	-	1308	329	925
